tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,Activity
-0.21014776,0.7739047,0.58511978,0.00925711,-0.078793121,0.25756479,3
-0.20876483,0.77171208,0.58994727,-0.013424389,-0.075370833,0.10054482,3
-0.20956406,0.77109662,0.59010467,-0.02495981,-0.076133944,0.043037574,3
-0.20874807,0.77103706,0.58941397,-0.029550387,-0.068085138,0.045946749,3
-0.20871697,0.77129107,0.58933471,-0.030431147,-0.073488076,0.055590694,3
-0.20863346,0.77135108,0.58963487,-0.02979633,-0.071422989,0.075146974,3
-0.20856027,0.7707487,0.59001704,-0.02885418,-0.072704386,0.085061987,3
-0.20760682,0.76992271,0.5904504,-0.027737135,-0.075772812,0.086471819,3
-0.20636268,0.7692959,0.59130586,-0.027415438,-0.076236511,0.088193255,3
-0.20649916,0.7691518,0.59214322,-0.027557917,-0.074717452,0.087574809,3
-0.20702615,0.76962832,0.59219232,-0.028189688,-0.075922288,0.085242467,3
-0.20699211,0.76946735,0.59291655,-0.027948324,-0.075748823,0.086152221,3
0.044743889,0.75845367,0.50493607,0.20204982,0.040694905,0.73162657,3
-0.047727828,0.76866913,0.54098815,0.1186012,-0.018781307,0.51290211,3
-0.041699844,0.75554154,0.54742535,-0.059379779,0.08809224,0.13125568,3
-0.18770377,0.70262213,0.63722785,-0.035961192,-0.034605486,0.058812713,3
-0.35145953,0.65518574,0.73110976,0.082133212,-0.24323522,0.21592953,3
-0.33939193,0.6970974,0.70209116,-0.036936103,-0.057546422,-0.052175402,3
-0.36048,0.71643717,0.6629796,-0.23782482,0.001320819,-0.098544364,3
-0.57349604,0.52510468,0.77976328,-0.22981397,-0.084139792,0.12658478,3
-0.74182101,0.16014065,0.94954331,0.049928814,-0.11530276,0.19568759,3
-0.75672502,-0.05899586,0.9993499,0.16127991,-0.13043859,0.21213106,3
-0.75607738,-0.068420491,0.99429673,0.086572053,-0.10767743,0.15907433,3
-0.75875146,-0.045998244,0.9957729,0.018982197,-0.088940444,0.11034306,3
-0.75643925,-0.040042686,0.99732192,-0.022319625,-0.073791881,0.081217964,3
-0.75507694,-0.034589346,0.99683535,-0.033496634,-0.06870624,0.076413374,3
0.94530277,-0.24594143,-0.032164781,-0.47972952,0.082034033,0.25644309,4
0.941113,-0.25203524,-0.032883452,0.094091481,-0.30915291,0.086441165,4
0.9463639,-0.2642781,-0.025575066,0.21120057,-0.27290542,0.10198601,4
0.95244515,-0.25983791,-0.026131065,0.096081738,-0.16339425,0.025859464,4
0.94712514,-0.25710034,-0.028422611,0.008742388,0.011660578,0.004174515,4
0.94574875,-0.25477781,-0.026521446,-0.0425566,0.097617796,0.084655454,4
0.95021213,-0.24482976,-0.023627905,-0.037246509,-0.097676458,0.13248328,4
0.94913033,-0.23690505,-0.022201127,-0.016108606,-0.2247527,0.14882964,4
0.94691727,-0.26205559,-0.020235796,-0.23928593,0.078229978,0.043137262,4
0.94686993,-0.25580058,-0.035627962,-0.070738847,-0.11881544,0.14989071,4
0.9454189,-0.25466811,-0.032057504,0.01278096,-0.29505011,0.18375478,4
0.94193674,-0.25575938,-0.026832917,-0.019691717,-0.16320524,0.099528543,4
0.93746757,-0.25840003,-0.034867064,-0.049202381,0.088514793,0.019604124,4
0.93719527,-0.26621211,-0.03442325,-0.017927118,0.10532781,0.079664131,4
0.94782306,-0.265399,-0.030585939,-0.011481705,-0.15332276,0.11270213,4
0.95736507,-0.25851158,-0.030633221,0.012997123,-0.22759154,0.14288578,4
0.95473147,-0.25421267,-0.027618421,0.01465161,-0.19063654,0.10359785,4
0.94502756,-0.25147834,-0.024245992,-0.045532379,-0.14600639,0.006802245,4
0.9433439,-0.24400324,-0.020724365,-0.068353497,0.023946895,-0.013789422,4
0.94864827,-0.23438221,-0.018602576,-0.065824483,0.10470954,0.095624123,4
0.9564181,-0.26000305,-0.014160474,0.19160162,-0.075822649,-0.022387581,4
0.95149993,-0.26356251,-0.039357122,0.021483425,0.064451419,0.07278229,4
0.93851389,-0.26841916,-0.036339041,-0.036618174,-0.089046514,0.15968851,4
0.93447152,-0.26936496,-0.030656862,-0.0329982,-0.16724048,0.17633661,4
0.93776033,-0.26882859,-0.029314983,-0.045132438,-0.26226896,0.055677772,4
0.93861575,-0.26828456,-0.026783007,-0.066470623,0.00564537,-0.028907552,4
0.94075878,-0.25886389,-0.022928327,-0.047514722,0.14463725,0.061859023,4
0.95022231,-0.24907103,-0.018489407,-0.05995921,0.025881487,0.11552275,4
0.9568354,-0.24566304,-0.019715884,-0.017010965,-0.13213207,0.1188107,4
0.95367537,-0.24255418,-0.023026076,0.03677459,-0.23541628,0.16695628,4
0.95226274,-0.25175686,-0.027116144,0.001778017,-0.17489594,0.081217617,4
0.94715881,-0.26440906,-0.035544763,-0.033457017,-0.049285129,-0.031259712,4
0.94365045,-0.26163413,-0.037628,-0.081372446,0.056962195,0.044170007,4
0.94214757,-0.26420665,-0.037871942,-0.63128487,0.33886407,0.066264688,4
0.93159584,-0.26943482,-0.042872935,-0.36644443,0.072161271,0.17718001,4
0.9412032,-0.26925779,-0.034422365,-0.19936311,-0.095754272,0.088090716,4
0.94630634,-0.26574318,-0.028554153,-0.098031297,0.039626295,0.013021974,4
0.94588224,-0.25529462,-0.022558174,0.017470253,0.051533555,0.10776403,4
0.94257515,-0.25166426,-0.018301776,0.048135448,-0.082637884,0.12433628,4
0.94245852,-0.24934122,-0.016543639,-0.007093554,-0.16017231,0.10751787,4
0.94799378,-0.24400902,-0.015916994,0.000214136,-0.25772091,0.096286575,4
0.9518559,-0.24777784,-0.017583652,-0.021356349,-0.12546798,0.11342712,4
0.95268931,-0.24891956,-0.014215047,-0.072944289,-0.1150635,0.10113866,4
0.95074425,-0.24149087,-0.014232674,-0.047035984,-0.14936546,-0.016636794,4
0.94991264,-0.23802568,-0.023208265,0.008096776,0.018427911,0.028834655,4
0.95276814,-0.24024162,-0.033980221,-0.028180497,0.13438208,0.13797617,4
0.95142625,-0.24835088,-0.038483845,-0.04397522,-0.001417998,0.075731794,4
0.93118552,-0.25003777,-0.026669006,-0.032727859,-0.11106165,0.13546298,5
0.94706198,-0.2304889,-0.0155516,-0.073423786,-0.081083025,0.1117395,5
0.95929939,-0.2204156,-0.014579347,-0.47705274,0.18064775,0.093745681,5
0.95898314,-0.21665616,-0.031045351,-0.44452444,0.16884428,0.074028573,5
0.9494625,-0.2174464,-0.036024083,0.076307669,-0.13980936,0.062390004,5
0.95466327,-0.20692497,-0.027482422,-0.1756098,-0.024263868,0.08926469,5
0.95827116,-0.20727327,-0.036413327,0.000623896,-0.096132919,0.054364145,5
0.94976646,-0.21600426,-0.031406912,0.44757285,-0.3071686,0.1179795,5
0.95162211,-0.21071237,-0.0134879,0.29464233,-0.20698692,0.12148223,5
0.92083549,-0.26701193,-0.051933496,-0.4128569,0.18260599,0.15337268,5
0.92721895,-0.2575283,-0.011311073,-0.33018992,0.13785593,0.2027245,5
0.93801097,-0.26552471,-0.015999014,-0.56199203,0.35448413,0.1750142,5
0.94298012,-0.27697935,-0.035236286,-0.17313155,0.07956793,0.000396489,5
0.93458522,-0.27671301,-0.029104678,0.057309943,-0.1102438,0.075070244,5
0.93800984,-0.26721322,-0.04285211,-0.19246022,-0.094912968,0.10758844,5
0.93926427,-0.26240716,-0.043152518,0.20963739,-0.3379882,-0.010062426,5
0.93532883,-0.24875006,-0.018502531,0.40228819,-0.33877395,0.17943812,5
0.92422997,-0.27642083,-0.041170073,-0.47010943,0.21770042,0.1241266,5
0.9334885,-0.26237699,-0.019666744,-0.43794263,0.16512486,0.28136405,5
0.9452027,-0.25496927,-0.023947567,-0.58858545,0.47215649,0.058035958,5
0.92813939,-0.26799814,-0.026685084,-0.1507958,0.16618259,-0.076448284,5
0.90796935,-0.2655418,-0.006803997,-0.089488613,-0.042483479,0.14984331,5
0.93019322,-0.24940844,-0.026064489,-0.14428611,-0.048495712,0.11499993,5
0.94256743,-0.25374076,-0.049375638,0.35451923,-0.47527096,0.070426231,5
0.93764095,-0.248511,-0.025796334,0.38217505,-0.40470526,0.1169666,5
0.93935459,-0.28099607,-0.07822989,0.22105528,-0.26354507,0.034448107,6
0.90782845,-0.31639379,-0.062484236,0.091549563,-0.18404312,0.046616661,6
0.90332145,-0.32878069,-0.069753369,0.40149417,-0.50093651,-0.1189745,6
0.91286572,-0.32537586,-0.070078815,0.24186906,-0.27412717,0.004528532,6
0.91968631,-0.32327736,-0.05372889,-0.11832106,0.04126577,0.17315412,6
0.91447109,-0.31989706,-0.032413446,0.10683702,-0.25461783,0.13459276,6
0.91307417,-0.31665935,-0.021065113,-0.11332253,-0.067416287,0.18475287,6
0.91214896,-0.32596046,-0.035425357,-0.41215344,0.20241838,0.15120201,6
0.93206988,-0.31920065,-0.063759757,0.21415459,-0.27289173,0.027375306,6
0.90583998,-0.35284871,-0.058087649,0.15742021,-0.19015615,0.046324812,6
0.89842695,-0.3561928,-0.058276382,0.39382596,-0.4252805,-0.061594545,6
0.89521737,-0.355796,-0.053499951,0.12339394,-0.20900097,0.024990325,6
0.89888016,-0.35213276,-0.053521841,-0.019548448,-0.15851495,0.060704564,6
0.89888028,-0.34765868,-0.048482583,0.093609178,-0.31586058,0.061595964,6
0.89996176,-0.34767434,-0.048123723,-0.28687201,0.076320917,0.20333775,6
0.89560464,-0.35903232,-0.063491643,-0.4025515,0.18892068,0.1662548,6
0.89102832,-0.36713357,-0.068768534,-0.22799482,0.005252523,0.11036783,6
0.92556435,-0.32223589,-0.055344152,0.48294142,-0.41166989,-0.01324102,6
0.90540474,-0.34505404,-0.057998853,0.30268927,-0.24248123,0.007051441,6
0.89978807,-0.35076356,-0.057967327,0.49956189,-0.52978635,-0.065623597,6
0.89780902,-0.35321481,-0.043385721,0.17696499,-0.39705887,0.017452574,6
0.90029946,-0.34325537,-0.049161113,-0.21520647,-0.043170455,0.1066202,6
0.8950979,-0.33758462,-0.058038101,0.11349632,-0.31093809,0.10279815,6
0.89390779,-0.34204157,-0.047549591,-0.080600629,-0.11626861,0.16502799,6
0.89933954,-0.3451352,-0.04348255,-0.39986007,0.1817015,0.15714125,6
0.9002146,-0.34601613,-0.055663886,-0.25001026,0.07612211,0.090359188,6
0.92902391,-0.33682804,0.016850711,0.013439875,0.12156109,-0.027125267,2
0.9218254,-0.34717939,0.010435044,-0.000537683,-0.010643507,0.1045955,2
0.92579791,-0.34394546,0.005662581,-0.011316832,-0.088783765,0.13865277,2
0.92797881,-0.33822701,0.011640008,-0.029180775,-0.10761505,0.13545851,2
0.92999424,-0.33243089,0.009786406,-0.029931459,-0.10367303,0.12857404,2
0.92836922,-0.33647863,0.007110892,-0.026779299,-0.10071188,0.10280977,2
0.92493645,-0.34470941,0.003015615,-0.031458099,-0.075743179,0.078469849,2
0.92487803,-0.3452228,-0.002604128,-0.027819318,-0.064802568,0.078640375,2
0.92555134,-0.34363084,-0.003002108,-0.025749623,-0.070344538,0.081329804,2
0.92511537,-0.34315062,-0.001596926,-0.029202661,-0.074796836,0.083112785,2
0.9250657,-0.34371509,-0.003175535,-0.028440887,-0.075622698,0.085770111,2
0.92569508,-0.34320849,-0.005215935,-0.022946911,-0.076987696,0.090411178,2
0.92578891,-0.34243891,-0.004957637,-0.022863406,-0.079238521,0.092130752,2
0.92431613,-0.34471813,-0.0051335,-0.031516696,-0.065245001,0.089407433,2
0.91165931,-0.36886927,-0.044189398,0.007104934,0.10181467,-0.16572603,2
0.9269698,-0.33745487,-0.028988205,-0.022929687,0.028515016,-0.029851393,2
0.92628592,-0.34107536,-0.032386937,-0.027482697,-0.031886085,0.055023091,2
0.92485665,-0.34285915,-0.036554964,-0.02312738,-0.07314996,0.097147234,2
0.92429226,-0.34337231,-0.033962551,-0.027499563,-0.08677768,0.10513918,2
0.92319593,-0.34708939,-0.035291532,-0.030558566,-0.085104635,0.095523762,2
0.92255001,-0.34857415,-0.039925918,-0.028047339,-0.08041151,0.090702529,2
0.92288852,-0.34699961,-0.042563224,-0.029289652,-0.074863103,0.088732757,2
0.92317108,-0.34609368,-0.043875015,-0.027789526,-0.071153551,0.0819091,2
0.92334149,-0.34517631,-0.043918442,-0.025176512,-0.072778487,0.084600136,2
0.92387765,-0.34365863,-0.042847295,-0.025780567,-0.075742948,0.090833772,2
0.92454971,-0.34272485,-0.042445587,-0.02940213,-0.073564369,0.090744247,2
0.78629073,0.30427097,0.37265501,-0.063500034,-0.29911474,0.44712758,1
0.77811941,0.32209718,0.35109138,-0.053310892,-0.19212162,0.32948689,1
0.78539959,0.30836272,0.34595184,-0.039966067,-0.11750315,0.19616188,1
0.78552281,0.3114416,0.34844109,-0.031042305,-0.08023545,0.11816636,1
0.7856137,0.31146614,0.34778302,-0.027484417,-0.063240222,0.079139126,1
0.78596443,0.31117937,0.34783019,-0.026319791,-0.062779925,0.070667607,1
0.78557279,0.31260604,0.34817392,-0.026161958,-0.068547757,0.074707356,1
0.78557878,0.31233071,0.34740125,-0.026588991,-0.070409115,0.076399232,1
0.78579977,0.31174844,0.34601991,-0.026988029,-0.07328795,0.083984655,1
0.78585024,0.31204932,0.34556065,-0.028085728,-0.073749293,0.086413316,1
0.78572489,0.31197396,0.34597708,-0.028246729,-0.074553856,0.086518022,1
-0.10308768,0.80189333,0.50251109,0.076950625,-0.11839756,0.60210452,3
-0.06299006,0.80003329,0.49135427,0.02922033,-0.09832496,0.29576086,3
-0.048389323,0.79567669,0.49463892,-0.009867142,-0.080393097,0.12236908,3
-0.047927566,0.79574623,0.49388979,-0.028953565,-0.079070138,0.051641053,3
-0.046712688,0.7954083,0.49292579,-0.034132905,-0.070109939,0.043769165,3
-0.04661734,0.79482223,0.49227442,-0.033728883,-0.076218051,0.05467348,3
-0.046186846,0.7945045,0.49275908,-0.03101367,-0.073677781,0.070006488,3
-0.045756393,0.79494079,0.49317659,-0.02881738,-0.069163222,0.083508318,3
-0.046239328,0.79503831,0.49301931,-0.027804399,-0.073385188,0.086569695,3
-0.046220173,0.79462305,0.49294839,-0.027660365,-0.072072284,0.087318167,3
-0.046505809,0.79471389,0.49361047,-0.027990931,-0.076381787,0.085668932,3
-0.045825016,0.79508264,0.4936137,-0.027377177,-0.071766256,0.08841283,3
0.91575268,0.071334492,0.26162794,-0.21394515,-0.036600481,-0.58789003,1
0.9286387,0.094979379,0.2216238,-0.14580153,-0.015359388,-0.32435662,1
0.9235361,0.095960176,0.23443716,-0.081045586,-0.036008736,-0.082335366,1
0.92091184,0.10068558,0.24209162,-0.039440463,-0.063406816,0.070231419,1
0.91934116,0.10714227,0.24208286,-0.022151998,-0.071044046,0.12285287,1
0.91878808,0.10814091,0.24152913,-0.019081845,-0.076757394,0.11586555,1
0.91804484,0.11075236,0.24215779,-0.0205397,-0.07794798,0.1130666,1
0.91787683,0.11451262,0.24147053,-0.024449949,-0.073440629,0.10276506,1
0.91824934,0.1150413,0.24087721,-0.027151362,-0.076315013,0.089227055,1
0.91770587,0.1165863,0.24091689,-0.028113631,-0.075025481,0.090115956,1
0.91767493,0.11742018,0.23991183,-0.02814736,-0.073128683,0.082213124,1
0.91723704,0.11931644,0.23858067,-0.030056097,-0.090108786,0.085033085,1
-0.055034629,0.87234565,0.15782376,0.072403251,0.13835198,0.45338693,3
-0.16876892,0.91490323,-0.16464523,-0.11308188,0.11271912,0.3234831,3
-0.27793837,0.92885299,-0.29541016,-0.14832746,0.005663764,0.21880248,3
-0.28781038,0.9304777,-0.29007455,-0.1288836,-0.04469618,0.16001907,3
-0.27981806,0.93756427,-0.25336946,-0.053692246,-0.073374127,0.096810837,3
-0.26612231,0.94630484,-0.21665214,-0.017388406,-0.088039484,0.068896777,3
-0.25863635,0.94546379,-0.21812437,-0.009408536,-0.087686673,0.068361908,3
-0.25465591,0.94214079,-0.22900956,-0.020558174,-0.082166273,0.06545188,3
-0.25494683,0.94101831,-0.23524917,0.024587586,-0.070614491,0.037393774,3
-0.26976596,0.93317912,-0.26905586,0.002042791,-0.074395011,0.051178275,3
-0.30336177,0.91828313,-0.33406763,-0.072931964,-0.081659445,0.11781819,3
0.92433486,-0.31690418,-0.12403738,0.071330724,-0.14158932,-0.021050841,4
0.9238966,-0.31931477,-0.11472956,0.006154698,-0.14587245,0.079327727,4
0.92491028,-0.3125677,-0.11473196,-0.04402663,-0.10808338,0.10481221,4
0.92075648,-0.31295626,-0.10879743,-0.028154052,-0.043470227,0.11678696,4
0.91926719,-0.30673595,-0.098665703,-0.022272038,-0.11709357,0.13596415,4
0.92244172,-0.29937171,-0.098759897,-0.023459396,-0.17957896,0.096285358,4
0.91935585,-0.30357378,-0.10551032,-0.010326119,-0.15672456,0.086401247,4
0.91772734,-0.30504418,-0.10686179,-0.042152772,-0.05920718,0.11151374,4
0.92943207,-0.30401656,-0.078246278,-0.21036356,0.040227089,0.10325835,4
0.91735078,-0.31208854,-0.10896344,-0.12127726,-0.069103186,0.002932804,4
0.91708209,-0.3101711,-0.10620472,-0.068520347,0.080196269,0.06825803,4
0.92698246,-0.30575951,-0.10629484,-0.02369593,0.096891991,0.14986995,4
0.93547823,-0.30525506,-0.11494269,-0.009949499,-0.074885227,0.081641942,4
0.93372745,-0.3023205,-0.10791639,-0.011655604,-0.052724862,0.075794181,4
0.92942237,-0.29501043,-0.096647899,-0.010580197,-0.1137944,0.12579473,4
0.93457407,-0.29215241,-0.094051569,0.017050312,-0.26358088,0.089926598,4
0.93555671,-0.29665225,-0.097171344,0.003097354,-0.16231035,0.10426874,4
0.9323586,-0.30419659,-0.10516706,-0.026175397,-0.080356916,0.12767999,4
0.9349668,-0.30466961,-0.10747332,-0.0597439,-0.15242763,0.071282169,4
0.92591011,-0.30442391,-0.10878837,-0.066002378,-0.047683618,0.009966508,4
0.91358989,-0.30979655,-0.11218103,-0.032286361,0.12660646,0.044687469,4
0.91071441,-0.33413817,-0.14472451,0.20816929,-0.22175659,-0.11722652,4
0.8936393,-0.34974781,-0.1543938,0.1869896,-0.23198018,-0.017862015,4
0.90141396,-0.33822586,-0.12705445,-0.066961316,-0.032490902,0.15928855,4
0.91294515,-0.32276205,-0.12430903,-0.088403582,-0.019028992,0.16443774,4
0.91572498,-0.31621827,-0.11977087,-0.057240534,-0.14645675,0.14077205,4
0.92233892,-0.30421645,-0.10963384,-0.022777556,-0.17461923,0.13916795,4
0.93346665,-0.30944829,-0.10980202,-0.00797715,-0.060947767,0.14124758,4
0.9314127,-0.31747186,-0.10691962,-0.008038507,-0.088300488,0.072180521,4
0.92237373,-0.30392369,-0.097183662,-0.02516353,-0.12737711,0.023869069,4
0.9216101,-0.29221982,-0.095068406,-0.042218212,-0.067107165,0.035950325,4
0.92446366,-0.29921642,-0.096390207,-0.031907167,0.065456623,0.04997571,4
0.92868934,-0.30828918,-0.10006402,-0.050368303,0.04157643,0.083407045,4
0.93028058,-0.3049341,-0.10497188,-0.058399758,-0.071953235,0.10182645,4
0.93042115,-0.31027753,-0.07477011,-0.40601216,0.11702239,0.10304556,4
0.92599205,-0.32217741,-0.11483682,-0.20686847,-0.056944373,0.12193561,4
0.92811872,-0.31810399,-0.1149785,-0.040190761,-0.10873117,0.085321857,4
0.928801,-0.31015435,-0.1031604,0.015361358,-0.12885304,0.12548109,4
0.93342206,-0.30413854,-0.1030886,0.023923467,-0.11050095,0.12865695,4
0.93841252,-0.30245631,-0.11160265,0.030686924,-0.090590294,0.064112779,4
0.9305479,-0.30405775,-0.10966081,-0.040168591,-0.092500876,0.006498047,4
0.91789362,-0.30250261,-0.096890989,-0.054455817,0.03801709,0.02344781,4
0.91659698,-0.30389345,-0.092812224,-0.031238127,0.037355536,0.10676001,4
0.92691117,-0.30275478,-0.10153623,-0.042523233,-0.11328689,0.10842175,4
0.92493087,-0.30446325,-0.11312103,-0.036236642,-0.017254519,0.09214081,4
0.92217194,-0.3054765,-0.11871857,-0.03249903,-0.030553043,0.085168538,4
0.92857814,-0.30221994,-0.11936097,-0.042837965,-0.16639856,0.11449027,4
0.9236219,-0.30644558,-0.11501664,-0.009754857,-0.13098166,0.10616476,4
0.92222378,-0.28085611,-0.075642926,-0.13749259,-0.13210064,0.099219275,5
0.93175456,-0.25879565,-0.098195482,-0.00026554,-0.098699586,0.15992107,5
0.91203129,-0.31513555,-0.089335579,0.14737128,-0.25287716,-0.004950163,5
0.91316615,-0.27151452,-0.087581881,-0.21708245,0.091439043,0.12243648,5
0.9328098,-0.26322435,-0.10810343,-0.083597853,-0.11021506,0.032880722,5
0.93703699,-0.28124111,-0.10113092,0.34767328,-0.52519534,0.005135856,5
0.93715008,-0.26805555,-0.099342003,0.26808762,-0.3090865,0.1964551,5
0.91908992,-0.33329824,-0.14973037,0.44192637,-0.4460487,-0.10462039,6
0.89210214,-0.36604115,-0.126181,0.26995258,-0.33381619,-0.085099144,6
0.8745609,-0.38315837,-0.11844362,0.43722346,-0.53590844,-0.13945386,6
0.87703007,-0.38440483,-0.11620288,0.36180946,-0.44305455,-0.05393769,6
0.88517447,-0.37824168,-0.1032177,-0.13619159,0.031428311,0.10526635,6
0.87967386,-0.37831031,-0.093445023,0.052140334,-0.15954511,0.077085803,6
0.86870581,-0.39144615,-0.091045015,-0.035479022,-0.107681,0.13294461,6
0.87225827,-0.39689479,-0.094827502,-0.44406093,0.29417835,0.24684904,6
0.86958122,-0.40261704,-0.10752489,-0.31617853,0.18081368,0.18314516,6
0.9107582,-0.36711853,-0.12235405,0.36766959,-0.37064364,-0.11196525,6
0.88480962,-0.39019197,-0.094494647,0.19143492,-0.29276777,-0.03901699,6
0.8731213,-0.39366157,-0.088340502,0.49771439,-0.56813009,-0.14293452,6
0.87363124,-0.39570514,-0.090470533,0.34588816,-0.43504738,-0.046696757,6
0.87892336,-0.39836718,-0.085799694,-0.19186157,0.089856223,0.075519779,6
0.87974094,-0.38578405,-0.076365232,0.06748406,-0.18420497,0.08519977,6
0.87963832,-0.37585869,-0.078317189,-0.060430818,-0.078202759,0.21333186,6
0.87375668,-0.39401951,-0.088451511,-0.41733009,0.31554673,0.21316743,6
0.86555365,-0.40731158,-0.092032114,-0.29487254,0.15204132,0.15534923,6
0.91445818,-0.37174042,-0.10417362,0.35029703,-0.44201433,-0.05685534,6
0.88768718,-0.39449518,-0.074466305,0.20178468,-0.3137897,-0.026106049,6
0.87399533,-0.40046163,-0.072828718,0.48072293,-0.67498106,-0.11458206,6
0.87110643,-0.39812968,-0.077482897,0.27293524,-0.4159858,0.012574274,6
0.87670526,-0.38754963,-0.083536273,-0.19361788,0.15668429,0.12812349,6
0.88078238,-0.38195233,-0.083062814,0.11324979,-0.18502227,0.029693981,6
0.88106332,-0.38332396,-0.080229533,-0.035431311,-0.058556653,0.1521427,6
0.87758132,-0.38419705,-0.093275132,-0.42131216,0.26351272,0.21113532,6
0.87003325,-0.38953599,-0.10227457,-0.32077105,0.15009047,0.17553167,6
0.9000755,-0.30448229,-0.1298421,0.46455458,-0.477914,-0.058608566,5
0.92047538,-0.28857121,-0.10048628,0.14176722,-0.405683,0.005292256,5
0.94054784,-0.28138588,-0.093066746,-0.43999643,0.21555688,0.16220514,5
0.93310471,-0.28981764,-0.097332779,-0.31634464,0.13348444,0.1783883,5
0.92018181,-0.30104945,-0.095817263,0.1134267,-0.1048579,0.15663228,5
